Date,Shipment,Mode,Product,SI QTY,QTY,Total Packages,Standard Total,Boxes Total,Warp Total,Returnable Total,Ratio Standard,Ratio Boxes,Ratio Warp,Ratio Returnable,110x110x115 QTY,110x110x90 QTY,110x110x65 QTY,80X120X115 QTY,80X120X90 QTY,80X120X65 QTY,42X46X68 QTY,47X66X68 QTY,53X53X58 QTY,57X64X84 QTY,68X74X86 QTY,70X100X90 QTY,27X27X22 QTY,53X53X19 QTY,WARP QTY,UNIT QTY,RETURNABLE QTY,Remark
09-01-2025,FEE,VESSEL,INVERTER,1,325,20,0,0,16,4,0.00,0.00,1.60,2.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,4,
09-01-2025,FEE,AIRCRAFT,INVERTER,1,154,6,5,1,0,0,5.00,0.33,0.00,0.00,0,0,0,3,2,0,0,0,0,0,0,1,0,0,0,0,0,
09-01-2025,FAP,VESSEL,INVERTER,37,597,148,11,27,110,0,11.00,9.00,11.00,0.00,7,4,0,0,0,0,10,3,0,5,2,7,0,0,110,0,0,
09-01-2026,FEI,SEA,INVERTER,5,2964,63,27,5,31,0,27.00,1.67,3.10,0.00,21,6,0,0,0,0,0,1,0,0,1,3,0,0,31,0,0,
09-01-2026,FEA FRE,SEA,INVERTER,1,20,20,0,0,20,0,0.00,0.00,2.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,
09-02-2022,FEI,AIRCRAFT,INVERTER,1,64,3,2,1,0,0,2.00,0.33,0.00,0.00,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
09-02-2022,FAP,VESSEL,INVERTER,32,1223,56,26,29,1,0,26.00,9.67,0.10,0.00,11,13,2,0,0,0,7,3,0,6,6,7,0,0,1,0,0,
09-02-2022,FAP,AIRCRAFT,INVERTER,1,102,1,1,0,0,0,1.00,0.00,0.00,0.00,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
09-02-2022,FEID,VESSEL,INVERTER,9,83,9,0,9,0,0,0.00,3.00,0.00,0.00,0,0,0,0,0,0,6,0,0,1,1,1,0,0,0,0,0,
09-02-2022,FEC,VESSEL,TEMPERATURE CONTROL,7,888,9,1,8,0,0,1.00,1.47,0.00,0.00,1,0,0,0,0,0,4,0,0,0,0,0,2,2,0,0,0,
09-02-2022,FEK,VESSEL,TEMPERATURE CONTROL,2,204,4,0,4,0,0,0.00,0.73,0.00,0.00,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,
09-02-2022,FEK,AIRCRAFT,TEMPERATURE CONTROL,5,21,6,0,6,0,0,0.00,0.20,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,
09-02-2022,FEID,AIRCRAFT,INVERTER,13,25,13,0,12,1,0,0.00,4.00,0.10,0.00,0,0,0,0,0,0,9,3,0,0,0,0,0,0,1,0,0,
09-02-2022,FEC,AIRCRAFT,TEMPERATURE CONTROL,3,1213,6,3,3,0,0,3.00,0.10,0.00,0.00,3,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,
09-02-2023,FETW,VESSEL,INVERTER,1,270,4,4,0,0,0,4.00,0.00,0.00,0.00,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
09-02-2023,FETW,AIRCRAFT,TEMPERATURE CONTROL,1,2,1,0,1,0,0,0.00,0.03,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,
09-02-2023,FEK,VESSEL,INVERTER,1,1,1,0,1,0,0,0.00,0.33,0.00,0.00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
09-02-2024,FEID,VESSEL,INVERTER,10,73,10,0,10,0,0,0.00,3.33,0.00,0.00,0,0,0,0,0,0,4,4,0,2,0,0,0,0,0,0,0,
09-02-2026,FEA FRE,SEA,INVERTER,1,13,13,0,0,13,0,0.00,0.00,1.30,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,
09-02-2026,FEA LAX,SEA,INVERTER,1,10,10,0,0,10,0,0.00,0.00,1.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,
09-03-2022,FEE,AIRCRAFT,INVERTER,7,148,32,0,4,28,0,0.00,1.33,2.80,0.00,0,0,0,0,0,0,1,0,0,1,1,1,0,0,28,0,0,
09-03-2022,FEK,VESSEL,INVERTER,1,47,2,1,1,0,0,1.00,0.33,0.00,0.00,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
09-03-2022,FEID,AIRCRAFT,INVERTER,6,35,6,0,6,0,0,0.00,2.00,0.00,0.00,0,0,0,0,0,0,3,2,0,1,0,0,0,0,0,0,0,
09-03-2023,FAP,VESSEL,INVERTER,30,219,64,5,15,44,0,5.00,5.00,4.40,0.00,2,3,0,0,0,0,0,6,0,2,2,5,0,0,44,0,0,
09-03-2023,FEE,AIRCRAFT,INVERTER,21,506,67,10,17,40,0,10.00,5.67,4.00,0.00,0,0,0,4,6,0,3,3,0,1,4,6,0,0,40,0,0,
09-03-2023,FAP,VESSEL,INVERTER,6,56,56,0,0,56,0,0.00,0.00,5.60,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,
09-04-2024,FEF,AIRCRAFT,TEMPERATURE CONTROL,3,24,3,0,3,0,0,0.00,0.10,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,
09-04-2024,FEA NJ,VESSEL,INVERTER,5,66,66,0,0,66,0,0.00,0.00,6.60,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,
09-04-2024,FEI,VESSEL,TEMPERATURE CONTROL,1,53,2,0,2,0,0,0.00,0.07,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,
09-04-2025,FEID,VESSEL,INVERTER,12,59,12,0,12,0,0,0.00,4.00,0.00,0.00,0,0,0,0,0,0,5,4,0,0,2,1,0,0,0,0,0,
09-04-2025,FEE,AIRCRAFT,INVERTER,1,100,1,1,0,0,0,1.00,0.00,0.00,0.00,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
09-05-2022,FEC,VESSEL,INVERTER,1,250,7,6,1,0,0,6.00,0.33,0.00,0.00,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
09-05-2022,FEF,AIRCRAFT,TEMPERATURE CONTROL,15,1048,20,0,20,0,0,0.00,3.67,0.00,0.00,0,0,0,0,0,0,4,2,3,0,0,1,4,6,0,0,0,
09-05-2023,FAP,VESSEL,INVERTER,3,12,12,0,0,12,0,0.00,0.00,1.20,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,
09-05-2023,FEA NJ,VESSEL,INVERTER,13,423,27,13,14,0,0,13.00,4.67,0.00,0.00,0,0,0,4,8,1,1,1,0,3,2,7,0,0,0,0,0,
09-05-2024,FEI,VESSEL,TEMPERATURE CONTROL,5,133,7,0,7,0,0,0.00,0.23,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,
09-05-2024,FAP,VESSEL,INVERTER,21,321,26,6,19,1,0,6.00,6.33,0.10,0.00,3,3,0,0,0,0,5,1,0,1,5,7,0,0,1,0,0,
09-05-2024,FETW,AIRCRAFT,TEMPERATURE CONTROL,4,654,4,1,3,0,0,1.00,1.00,0.00,0.00,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,
09-06-2022,FEID,VESSEL,INVERTER,18,121,19,0,11,8,0,0.00,3.67,0.80,0.00,0,0,0,0,0,0,4,0,0,2,1,4,0,0,8,0,0,
09-06-2025,FETW,VESSEL,INVERTER,16,238,22,4,15,3,0,4.00,5.00,0.30,0.00,2,2,0,0,0,0,7,1,0,3,0,4,0,0,3,0,0,
09-08-2022,FEA NJ,VESSEL,INVERTER,11,237,73,4,6,63,0,4.00,2.00,6.30,0.00,0,0,0,0,2,2,2,0,0,1,1,2,0,0,63,0,0,
09-08-2022,FEA TWMC,VESSEL,INVERTER,3,37,34,0,1,33,0,0.00,0.33,3.30,0.00,0,0,0,0,0,0,0,0,0,0,1,0,0,0,33,0,0,
09-08-2023,FEA TWMC,VESSEL,INVERTER,2,13,3,1,2,0,0,1.00,0.67,0.00,0.00,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,
09-08-2023,FEA NJ AID,VESSEL,INVERTER,1,20,2,2,0,0,0,2.00,0.00,0.00,0.00,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,
09-08-2023,FEA NJ AID,AIRCRAFT,INVERTER,3,9,9,0,1,8,0,0.00,0.33,0.80,0.00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,0,0,
09-08-2023,FEA NJ,VESSEL,INVERTER,17,367,85,10,11,64,0,10.00,3.67,6.40,0.00,0,0,0,2,8,0,3,1,0,2,2,3,0,0,64,0,0,
09-08-2023,FEA TWMC,AIRCRAFT,INVERTER,3,76,10,6,2,2,0,6.00,0.67,0.20,0.00,0,0,0,5,1,0,0,1,0,0,0,1,0,0,2,0,0,
09-08-2023,FEID,VESSEL,INVERTER,16,84,16,0,15,1,0,0.00,5.00,0.10,0.00,0,0,0,0,0,0,7,2,0,5,0,1,0,0,1,0,0,
09-08-2023,FETW,VESSEL,INVERTER,2,174,4,3,1,0,0,3.00,0.33,0.00,0.00,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
09-08-2024,FAP,VESSEL,INVERTER,23,282,45,3,19,23,0,3.00,6.33,2.30,0.00,1,2,0,0,0,0,9,1,0,4,1,4,0,0,23,0,0,
09-08-2024,FEA NJ,VESSEL,INVERTER,3,399,10,7,3,0,0,7.00,1.00,0.00,0.00,0,0,0,7,0,0,0,0,0,0,1,2,0,0,0,0,0,
09-09-2022,FEA,AIRCRAFT,TEMPERATURE CONTROL,10,1636,17,0,17,0,0,0.00,2.67,0.00,0.00,0,0,0,0,0,0,0,6,1,0,0,0,5,5,0,0,0,
09-09-2024,FEI,VESSEL,TEMPERATURE CONTROL,3,2204,6,2,4,0,0,2.00,1.03,0.00,0.00,2,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,0,
09-09-2024,FEI,VESSEL,INVERTER,2,74,5,5,0,0,0,5.00,0.00,0.00,0.00,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
09-09-2024,FEA NJ,VESSEL,INVERTER,1,25,1,0,1,0,0,0.00,0.33,0.00,0.00,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
09-10-2024,FEI,VESSEL,INVERTER,18,1177,29,11,18,0,0,11.00,6.00,0.00,0.00,9,2,0,0,0,0,7,2,0,3,2,4,0,0,0,0,0,
09-10-2024,FAP,VESSEL,INVERTER,15,484,20,8,11,1,0,8.00,3.67,0.10,0.00,2,5,1,0,0,0,3,3,0,2,3,0,0,0,1,0,0,
09-10-2024,FEID,COURIER,INVERTER,1,8,1,0,1,0,0,0.00,0.33,0.00,0.00,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
09-10-2025,FEID,VESSEL,INVERTER,40,461,81,12,25,44,0,12.00,8.33,4.40,0.00,0,12,0,0,0,0,6,2,0,2,6,9,0,0,44,0,0,
09-10-2025,FAP,VESSEL,INVERTER,20,240,37,19,15,3,0,19.00,5.00,0.30,0.00,0,19,0,0,0,0,4,1,0,1,4,5,0,0,3,0,0,
09-11-2022,FEE,VESSEL,INVERTER,5,427,9,0,0,0,9,0.00,0.00,0.00,4.50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,
09-11-2023,FAP,VESSEL,INVERTER,15,49,20,0,11,9,0,0.00,3.67,0.90,0.00,0,0,0,0,0,0,2,2,0,3,2,2,0,0,9,0,0,
09-11-2023,FEID,VESSEL,TEMPERATURE CONTROL,3,58,4,0,4,0,0,0.00,0.43,0.00,0.00,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,
09-11-2023,FEA NJ,AIRCRAFT,INVERTER,1,1,1,0,0,1,0,0.00,0.00,0.10,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
09-11-2023,FEA TWMC,VESSEL,INVERTER,5,59,55,0,3,52,0,0.00,1.00,5.20,0.00,0,0,0,0,0,0,1,1,0,0,0,1,0,0,52,0,0,
09-12-2022,FEID,COURIER,TEMPERATURE CONTROL,1,4,1,0,1,0,0,0.00,0.03,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,
09-12-2024,FEI,VESSEL,INVERTER,2,1213,22,22,0,0,0,22.00,0.00,0.00,0.00,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
10-01-2022,FEE,AIRCRAFT,INVERTER,10,339,15,2,13,0,0,2.00,4.33,0.00,0.00,0,0,0,1,1,0,6,1,0,3,1,2,0,0,0,0,0,
10-01-2023,FEI,VESSEL,TEMPERATURE CONTROL,2,69,2,0,2,0,0,0.00,0.07,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,
10-01-2023,FEI,AIRCRAFT,INVERTER,16,853,39,22,15,2,0,22.00,5.00,0.20,0.00,18,4,0,0,0,0,3,4,0,2,4,2,0,0,2,0,0,
10-01-2023,FEI,VESSEL,INVERTER,2,38,3,2,1,0,0,2.00,0.33,0.00,0.00,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
10-01-2023,FEA NJ AID,AIRCRAFT,INVERTER,2,7,3,0,1,2,0,0.00,0.33,0.20,0.00,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,
10-01-2023,FEI,VESSEL,INVERTER,4,7,4,0,2,2,0,0.00,0.67,0.20,0.00,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,
10-01-2023,FEI,AIRCRAFT,TEMPERATURE CONTROL,3,150,3,0,3,0,0,0.00,0.40,0.00,0.00,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,
10-01-2023,FETW,VESSEL,INVERTER,2,242,2,1,1,0,0,1.00,0.33,0.00,0.00,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
10-01-2023,FEA NJ,AIRCRAFT,INVERTER,1,5,5,0,0,5,0,0.00,0.00,0.50,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,
10-01-2023,FEI,AIRCRAFT,INVERTER,15,515,20,6,10,4,0,6.00,3.33,0.40,0.00,3,3,0,0,0,0,7,2,0,1,0,0,0,0,4,0,0,
10-01-2023,FEI,AIRCRAFT,TEMPERATURE CONTROL,1,95,1,0,1,0,0,0.00,0.33,0.00,0.00,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
10-01-2024,FEI,AIRCRAFT,INVERTER,2,6,6,0,0,6,0,0.00,0.00,0.60,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,
10-01-2024,FEID,VESSEL,INVERTER,11,98,18,3,8,7,0,3.00,2.67,0.70,0.00,0,3,0,0,0,0,3,1,0,1,2,1,0,0,7,0,0,
10-01-2024,FEC,AIRCRAFT,TEMPERATURE CONTROL,4,3352,9,6,3,0,0,6.00,0.70,0.00,0.00,6,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,
10-01-2024,FEA NJ AID,AIRCRAFT,INVERTER,1,5,5,0,0,5,0,0.00,0.00,0.50,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,
10-02-2023,FEI,VESSEL,INVERTER,22,550,54,12,9,33,0,12.00,3.00,3.30,0.00,8,3,1,0,0,0,1,3,0,0,3,2,0,0,33,0,0,
10-02-2023,FAP,VESSEL,INVERTER,12,262,12,1,11,0,0,1.00,3.67,0.00,0.00,0,1,0,0,0,0,3,2,0,4,0,2,0,0,0,0,0,
10-02-2023,FEI,VESSEL,TEMPERATURE CONTROL,5,28,6,0,6,0,0,0.00,0.20,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,
10-02-2026,FEE,SEA,INVERTER,1,62,31,0,1,29,1,0.00,0.33,2.90,0.50,0,0,0,0,0,0,0,0,0,0,0,1,0,0,29,0,1,
10-03-2022,FAP,VESSEL,INVERTER,3,11,4,0,2,2,0,0.00,0.67,0.20,0.00,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,
10-04-2023,FEI,VESSEL,INVERTER,45,1800,129,19,30,80,0,19.00,10.00,8.00,0.00,11,8,0,0,0,0,4,4,0,6,11,5,0,0,80,0,0,
10-04-2024,FEI,VESSEL,INVERTER,11,854,20,5,6,9,0,5.00,2.00,0.90,0.00,5,0,0,0,0,0,1,1,0,2,1,1,0,0,9,0,0,
10-04-2024,FEI,VESSEL,TEMPERATURE CONTROL,1,27,1,0,1,0,0,0.00,0.03,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,
10-04-2024,FAP,VESSEL,INVERTER,18,97,23,1,16,6,0,1.00,5.33,0.60,0.00,0,1,0,0,0,0,6,2,0,3,3,2,0,0,6,0,0,
10-05-2022,FEV,COURIER,VENDING MACHINE,1,5,5,0,0,5,0,0.00,0.00,5.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,
10-05-2022,FEI,AIRCRAFT,INVERTER,2,32,3,1,2,0,0,1.00,0.67,0.00,0.00,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,
10-05-2022,WuXi,AIRCRAFT,TEMPERATURE CONTROL,4,56,6,1,5,0,0,1.00,1.67,0.00,0.00,0,1,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,
10-05-2022,FEA TWMC,AIRCRAFT,INVERTER,1,10,10,0,0,10,0,0.00,0.00,1.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,
10-05-2022,FEID,VESSEL,INVERTER,10,91,10,0,9,1,0,0.00,3.00,0.10,0.00,0,0,0,0,0,0,5,1,0,3,0,0,0,0,1,0,0,
10-05-2022,FEA NJ,AIRCRAFT,INVERTER,5,98,50,0,3,47,0,0.00,1.00,4.70,0.00,0,0,0,0,0,0,0,0,0,0,2,1,0,0,47,0,0,
10-05-2022,FET,COURIER,VENDING MACHINE,1,3,3,0,0,3,0,0.00,0.00,3.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,
10-05-2022,FEA NJ,VESSEL,INVERTER,7,1310,31,20,7,4,0,20.00,2.33,0.40,0.00,0,0,0,8,12,0,2,0,0,1,3,1,0,0,4,0,0,
10-05-2022,FEID,AIRCRAFT,INVERTER,12,59,12,0,12,0,0,0.00,4.00,0.00,0.00,0,0,0,0,0,0,5,5,0,1,1,0,0,0,0,0,0,
10-05-2022,FEF,AIRCRAFT,TEMPERATURE CONTROL,2,17,2,0,2,0,0,0.00,0.07,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,
10-05-2023,FAP,VESSEL,INVERTER,3,5,5,0,0,5,0,0.00,0.00,0.50,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,
10-05-2023,FEID,VESSEL,INVERTER,31,199,40,0,29,11,0,0.00,9.67,1.10,0.00,0,0,0,0,0,0,14,4,0,5,3,3,0,0,11,0,0,
10-05-2023,FEI,VESSEL,INVERTER,1,2,2,0,0,2,0,0.00,0.00,0.20,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,
10-05-2024,FEI,VESSEL,INVERTER,4,194,4,0,4,0,0,0.00,1.33,0.00,0.00,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,
10-06-2022,FEJP,VESSEL,TEMPERATURE CONTROL,1,72,2,0,2,0,0,0.00,0.67,0.00,0.00,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,
10-06-2022,FEC,VESSEL,TEMPERATURE CONTROL,9,1766,20,0,20,0,0,0.00,4.57,0.00,0.00,0,0,0,0,0,0,2,0,11,0,0,0,3,4,0,0,0,
10-06-2022,FEC,AIRCRAFT,TEMPERATURE CONTROL,6,1826,18,2,16,0,0,2.00,5.33,0.00,0.00,2,0,0,0,0,0,3,0,13,0,0,0,0,0,0,0,0,
10-06-2024,FAP,AIRCRAFT,TEMPERATURE CONTROL,1,30,1,0,1,0,0,0.00,0.03,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,
10-06-2024,FEA,VESSEL,TEMPERATURE CONTROL,6,945,9,0,9,0,0,0.00,2.10,0.00,0.00,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,
10-06-2024,FETW,AIRCRAFT,TEMPERATURE CONTROL,1,26,2,0,2,0,0,0.00,0.07,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,
10-06-2024,FEF,AIRCRAFT,TEMPERATURE CONTROL,1,47,1,0,1,0,0,0.00,0.03,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,
10-06-2024,FETW,AIRCRAFT,TEMPERATURE CONTROL,1,32,2,0,2,0,0,0.00,0.07,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,
10-07-2023,FEI,AIRCRAFT,INVERTER,3,25,5,2,3,0,0,2.00,1.00,0.00,0.00,0,2,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,
10-07-2023,FEF,AIRCRAFT,TEMPERATURE CONTROL,1,25,1,0,1,0,0,0.00,0.03,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,
10-07-2024,FAP,VESSEL,INVERTER,1,1,1,0,1,0,0,0.00,0.33,0.00,0.00,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
10-07-2024,FAP,VESSEL,INVERTER,13,196,22,2,13,7,0,2.00,4.33,0.70,0.00,0,1,1,0,0,0,2,0,0,5,1,5,0,0,7,0,0,
10-08-2022,FEA TWMC,VESSEL,INVERTER,1,10,10,0,0,10,0,0.00,0.00,1.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,
10-08-2023,FEI,VESSEL,INVERTER,43,805,126,17,26,83,0,17.00,8.67,8.30,0.00,13,4,0,0,0,0,8,1,0,3,8,6,0,0,83,0,0,
10-08-2023,FEI,VESSEL,TEMPERATURE CONTROL,3,134,5,0,5,0,0,0.00,0.77,0.00,0.00,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,
10-08-2023,FEF,AIRCRAFT,TEMPERATURE CONTROL,11,348,13,0,13,0,0,0.00,1.03,0.00,0.00,0,0,0,0,0,0,0,0,2,0,0,0,9,2,0,0,0,
10-09-2024,FEID,VESSEL,INVERTER,10,65,10,0,10,0,0,0.00,3.33,0.00,0.00,0,0,0,0,0,0,5,0,0,2,3,0,0,0,0,0,0,
10-10-2023,FEA NJ,VESSEL,INVERTER,3,24,24,0,0,24,0,0.00,0.00,2.40,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,
10-10-2023,FEA NJ AID,VESSEL,INVERTER,1,10,10,0,0,10,0,0.00,0.00,1.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,
10-10-2023,FEA NJ,VESSEL,INVERTER,17,648,98,42,9,47,0,42.00,3.00,4.70,0.00,0,0,0,10,32,0,1,0,0,4,2,2,0,0,47,0,0,
10-10-2023,FEF,VESSEL,TEMPERATURE CONTROL,2,24,3,0,3,0,0,0.00,0.10,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,
10-10-2023,FEA NJ,AIRCRAFT,INVERTER,1,7,7,0,0,7,0,0.00,0.00,0.70,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,
10-10-2024,FEA NJ,VESSEL,INVERTER,1,10,10,0,0,10,0,0.00,0.00,1.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,
10-10-2024,FEA,AIRCRAFT,TEMPERATURE CONTROL,1,25,1,0,1,0,0,0.00,0.03,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,
10-10-2024,FEA TWMC,VESSEL,INVERTER,1,5,5,0,0,5,0,0.00,0.00,0.50,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,
10-11-2022,FEI,AIRCRAFT,INVERTER,4,90,18,3,0,15,0,3.00,0.00,1.50,0.00,3,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,
10-11-2022,FAP,VESSEL,INVERTER,37,458,76,17,21,38,0,17.00,7.00,3.80,0.00,9,6,2,0,0,0,5,4,0,2,1,9,0,0,38,0,0,
11-01-2022,FEF,AIRCRAFT,TEMPERATURE CONTROL,5,48,5,0,5,0,0,0.00,0.47,0.00,0.00,0,0,0,0,0,0,1,0,0,0,0,0,2,2,0,0,0,
11-01-2022,FAP,AIRCRAFT,INVERTER,3,200,4,0,4,0,0,0.00,1.33,0.00,0.00,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,
11-01-2022,FEE,VESSEL,INVERTER,1,26,4,0,1,0,3,0.00,0.33,0.00,1.50,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,
11-01-2022,FEI,AIRCRAFT,INVERTER,19,491,50,8,10,32,0,8.00,3.33,3.20,0.00,0,6,2,0,0,0,6,1,0,0,2,1,0,0,32,0,0,
11-01-2022,WuXi,AIRCRAFT,TEMPERATURE CONTROL,3,101,3,2,1,0,0,2.00,0.33,0.00,0.00,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
11-01-2022,FAP,AIRCRAFT,TEMPERATURE CONTROL,1,500,2,0,2,0,0,0.00,0.37,0.00,0.00,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,
11-01-2022,FEV,COURIER,TEMPERATURE CONTROL,1,5,1,0,1,0,0,0.00,0.03,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,
11-01-2023,FEA NJ AID,VESSEL,INVERTER,6,92,74,2,0,72,0,2.00,0.00,7.20,0.00,0,0,0,1,1,0,0,0,0,0,0,0,0,0,72,0,0,
11-01-2023,FEE,AIRCRAFT,INVERTER,5,151,7,5,2,0,0,5.00,0.67,0.00,0.00,0,0,0,2,2,1,1,0,0,0,1,0,0,0,0,0,0,
11-01-2023,FEE,VESSEL,INVERTER,37,1967,109,54,32,23,0,54.00,10.37,2.30,0.00,0,0,0,41,8,5,9,4,0,2,6,10,1,0,23,0,0,
11-01-2023,FEA NJ,VESSEL,INVERTER,15,1167,54,13,13,28,0,13.00,4.33,2.80,0.00,0,0,0,8,5,0,6,2,0,1,1,3,0,0,28,0,0,
11-01-2023,FAP,COURIER,TEMPERATURE CONTROL,1,2,1,0,1,0,0,0.00,0.03,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,
11-01-2024,FAP,VESSEL,INVERTER,74,1163,112,31,44,37,0,31.00,14.67,3.70,0.00,9,17,5,0,0,0,4,9,0,7,9,15,0,0,37,0,0,
11-01-2024,FEA,COURIER,TEMPERATURE CONTROL,1,14,1,0,1,0,0,0.00,0.03,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,
11-01-2024,FEA IDEC,VESSEL,INVERTER,5,175,153,2,1,150,0,2.00,0.33,15.00,0.00,0,0,0,2,0,0,0,1,0,0,0,0,0,0,150,0,0,
11-02-2026,FEID,SEA,INVERTER,9,47,9,0,7,2,0,0.00,2.33,0.20,0.00,0,0,0,0,0,0,5,1,0,1,0,0,0,0,2,0,0,
11-03-2022,WuXi,AIRCRAFT,TEMPERATURE CONTROL,5,116,19,0,19,0,0,0.00,6.33,0.00,0.00,0,0,0,0,0,0,16,1,0,0,1,1,0,0,0,0,0,
