Date,Shipment,Mode,Product,SI QTY,QTY,Total Packages,Standard Total,Boxes Total,Warp Total,Returnable Total,Ratio Standard,Ratio Boxes,Ratio Warp,Ratio Returnable,110x110x115 QTY,110x110x90 QTY,110x110x65 QTY,80X120X115 QTY,80X120X90 QTY,80X120X65 QTY,42X46X68 QTY,47X66X68 QTY,53X53X58 QTY,57X64X84 QTY,68X74X86 QTY,70X100X90 QTY,27X27X22 QTY,53X53X19 QTY,WARP QTY,UNIT QTY,RETURNABLE QTY,Remark
01-12-2025,FEE,VESSEL,INVERTER,3,1531,84,0,1,59,24,0.00,0.33,5.90,12.00,0,0,0,0,0,0,1,0,0,0,0,0,0,0,59,0,24,
02-02-2022,FEE,VESSEL,INVERTER,2,35,35,0,0,35,0,0.00,0.00,3.50,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,
02-02-2022,FEE,VESSEL,INVERTER,9,113,55,1,5,49,0,1.00,1.67,4.90,0.00,0,0,0,0,0,1,2,1,0,1,0,1,0,0,49,0,0,
02-02-2022,FEI,AIRCRAFT,TEMPERATURE CONTROL,11,1483,19,0,19,0,0,0.00,3.63,0.00,0.00,0,0,0,0,0,0,1,0,9,0,0,0,6,3,0,0,0,
02-02-2022,FEID,AIRCRAFT,INVERTER,3,9,3,0,3,0,0,0.00,1.00,0.00,0.00,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,
02-02-2023,FEE,VESSEL,INVERTER,2,34,2,0,2,0,0,0.00,0.37,0.00,0.00,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,
02-02-2023,FAP,VESSEL,INVERTER,29,516,62,5,15,42,0,5.00,5.00,4.20,0.00,1,4,0,0,0,0,2,0,0,1,4,8,0,0,42,0,0,
02-02-2023,FEE,VESSEL,INVERTER,17,462,25,8,17,0,0,8.00,5.67,0.00,0.00,0,0,0,1,5,2,5,0,0,5,3,4,0,0,0,0,0,
02-02-2023,FAP,COURIER,TEMPERATURE CONTROL,1,50,2,0,2,0,0,0.00,0.37,0.00,0.00,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,
02-02-2024,FAP,COURIER,INVERTER,1,1,1,0,0,1,0,0.00,0.00,0.10,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
02-02-2024,FEI,VESSEL,INVERTER,8,4120,32,30,2,0,0,30.00,0.67,0.00,0.00,16,14,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,
02-02-2024,FEI,VESSEL,TEMPERATURE CONTROL,1,3,1,0,1,0,0,0.00,0.03,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,
02-02-2024,FAP,VESSEL,INVERTER,31,293,59,3,19,37,0,3.00,6.33,3.70,0.00,1,2,0,0,0,0,2,0,0,6,5,6,0,0,37,0,0,
02-02-2024,FEE,AIRCRAFT,INVERTER,1,1,1,0,1,0,0,0.00,0.33,0.00,0.00,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
02-03-2022,FEID,AIRCRAFT,INVERTER,13,72,17,0,10,7,0,0.00,3.33,0.70,0.00,0,0,0,0,0,0,2,2,0,5,1,0,0,0,7,0,0,
02-03-2022,FEC,AIRCRAFT,TEMPERATURE CONTROL,1,839,5,1,4,0,0,1.00,0.73,0.00,0.00,1,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,
02-03-2022,FEI,VESSEL,TEMPERATURE CONTROL,1,270,2,0,2,0,0,0.00,0.67,0.00,0.00,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,
02-03-2022,FEI,AIRCRAFT,TEMPERATURE CONTROL,14,1214,23,0,23,0,0,0.00,3.77,0.00,0.00,0,0,0,0,0,0,2,2,6,0,0,0,11,2,0,0,0,
02-03-2023,FAP,VESSEL,INVERTER,8,42,42,0,1,41,0,0.00,0.33,4.10,0.00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,41,0,0,
02-03-2023,FAP,VESSEL,INVERTER,22,466,29,3,15,11,0,3.00,5.00,1.10,0.00,1,2,0,0,0,0,6,2,0,1,1,5,0,0,11,0,0,
02-04-2024,FEA,VESSEL,TEMPERATURE CONTROL,8,472,10,0,10,0,0,0.00,1.23,0.00,0.00,0,0,0,0,0,0,0,0,3,0,0,0,6,1,0,0,0,
02-04-2024,FEI,VESSEL,TEMPERATURE CONTROL,5,196,5,0,5,0,0,0.00,0.17,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,
02-04-2024,FEF,AIRCRAFT,TEMPERATURE CONTROL,8,47,8,0,8,0,0,0.00,0.27,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,
02-05-2023,FEI,VESSEL,TEMPERATURE CONTROL,2,100,4,0,4,0,0,0.00,0.13,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,
02-05-2023,FEI,VESSEL,INVERTER,10,295,12,2,10,0,0,2.00,3.33,0.00,0.00,1,1,0,0,0,0,4,2,0,0,2,2,0,0,0,0,0,
02-05-2023,FEI,VESSEL,INVERTER,17,639,68,4,7,57,0,4.00,2.33,5.70,0.00,2,2,0,0,0,0,0,3,0,1,1,2,0,0,57,0,0,
02-06-2025,FEE,AIRCRAFT,INVERTER,9,533,12,4,8,0,0,4.00,2.67,0.00,0.00,0,0,0,4,0,0,2,2,0,0,1,3,0,0,0,0,0,
02-07-2024,FEE,AIRCRAFT,INVERTER,4,271,5,1,4,0,0,1.00,1.33,0.00,0.00,0,0,0,1,0,0,0,0,0,0,3,1,0,0,0,0,0,
02-07-2024,FEE,VESSEL,INVERTER,26,956,104,0,14,70,20,0.00,4.67,7.00,10.00,0,0,0,0,0,0,1,3,0,4,1,5,0,0,70,0,20,
02-07-2024,FEA NJ,VESSEL,INVERTER,1,4,4,0,0,4,0,0.00,0.00,0.40,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,
02-07-2025,FETW,VESSEL,INVERTER,14,501,25,3,11,11,0,3.00,3.67,1.10,0.00,2,1,0,0,0,0,3,3,0,1,1,3,0,0,11,0,0,
02-07-2025,FEID,VESSEL,INVERTER,14,169,15,1,13,1,0,1.00,4.33,0.10,0.00,0,1,0,0,0,0,7,1,0,1,2,2,0,0,1,0,0,
02-08-2022,FEI,AIRCRAFT,INVERTER,1,4,4,0,0,4,0,0.00,0.00,0.40,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,
02-08-2022,FETW,VESSEL,TEMPERATURE CONTROL,1,11,1,0,1,0,0,0.00,0.03,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,
02-08-2022,FETW,AIRCRAFT,TEMPERATURE CONTROL,6,92,8,0,8,0,0,0.00,0.27,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,
02-08-2022,FEE,VESSEL,INVERTER,49,6319,253,0,25,137,91,0.00,8.33,13.70,45.50,0,0,0,0,0,0,8,2,0,1,5,9,0,0,137,0,91,
02-08-2022,FEA NJ,VESSEL,INVERTER,5,19,6,0,3,3,0,0.00,1.00,0.30,0.00,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,
02-08-2022,FEA NJ,AIRCRAFT,INVERTER,1,30,3,2,1,0,0,2.00,0.33,0.00,0.00,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,
02-08-2023,FEID,VESSEL,INVERTER,16,74,18,0,12,6,0,0.00,4.00,0.60,0.00,0,0,0,0,0,0,8,2,0,2,0,0,0,0,6,0,0,
02-08-2023,FEA NJ,VESSEL,INVERTER,23,1197,97,26,18,53,0,26.00,6.00,5.30,0.00,0,0,0,15,10,1,2,3,0,2,2,9,0,0,53,0,0,
02-08-2023,FEA,COURIER,TEMPERATURE CONTROL,6,561,9,0,9,0,0,0.00,1.50,0.00,0.00,0,0,0,0,0,0,0,0,4,0,0,0,3,2,0,0,0,
02-08-2023,FEA NJ AID,VESSEL,INVERTER,2,17,17,0,0,17,0,0.00,0.00,1.70,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,
02-08-2024,FEE,VESSEL,INVERTER,34,1728,255,56,24,156,19,56.00,8.00,15.60,9.50,0,0,0,49,7,0,8,1,0,2,1,12,0,0,156,0,19,
02-08-2024,FEI,VESSEL,INVERTER,22,4552,96,34,14,48,0,34.00,4.67,4.80,0.00,30,3,1,0,0,0,5,2,0,1,3,3,0,0,48,0,0,
02-09-2022,FAP,VESSEL,INVERTER,29,960,50,7,23,20,0,7.00,7.67,2.00,0.00,2,3,2,0,0,0,4,5,0,6,2,6,0,0,20,0,0,
02-09-2022,FEE,AIRCRAFT,INVERTER,14,368,37,15,22,0,0,15.00,7.33,0.00,0.00,0,0,0,2,13,0,1,0,0,0,6,15,0,0,0,0,0,
02-09-2022,FAP,VESSEL,INVERTER,1,15,15,0,0,15,0,0.00,0.00,1.50,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,
02-09-2023,FEE,VESSEL,INVERTER,143,11147,935,252,98,343,242,252.00,32.67,34.30,121.00,0,0,0,183,66,3,18,7,0,11,21,41,0,0,343,0,242,
02-09-2024,FEA NJ,VESSEL,INVERTER,6,316,14,10,4,0,0,10.00,1.33,0.00,0.00,0,0,0,9,1,0,3,0,0,0,0,1,0,0,0,0,0,
02-09-2024,FEA NJ,AIRCRAFT,INVERTER,4,80,4,1,3,0,0,1.00,1.00,0.00,0.00,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,
02-09-2024,FEE,VESSEL,INVERTER,1,1710,112,22,1,89,0,22.00,0.33,8.90,0.00,0,0,0,16,6,0,0,0,0,0,1,0,0,0,89,0,0,
02-09-2025,FEI,VESSEL,INVERTER,1,30,1,0,1,0,0,0.00,0.33,0.00,0.00,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
02-09-2025,FETW,VESSEL,INVERTER,10,308,15,4,8,3,0,4.00,2.67,0.30,0.00,0,4,0,0,0,0,3,1,0,2,1,1,0,0,3,0,0,
02-09-2025,FEI,VESSEL,INVERTER,1,25,4,1,1,2,0,1.00,0.33,0.20,0.00,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,
02-09-2025,FEE,VESSEL,INVERTER,4,1485,57,0,3,25,29,0.00,1.00,2.50,14.50,0,0,0,0,0,0,0,1,0,1,1,0,0,0,25,0,29,
02-10-2023,FEF,AIRCRAFT,TEMPERATURE CONTROL,2,18,2,0,2,0,0,0.00,0.07,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,
02-10-2024,FEA TWMC,VESSEL,INVERTER,1,5,5,0,0,5,0,0.00,0.00,0.50,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,
02-10-2024,FEID,VESSEL,INVERTER,10,199,12,0,10,2,0,0.00,3.33,0.20,0.00,0,0,0,0,0,0,5,2,0,2,0,1,0,0,2,0,0,
02-10-2024,FEI,VESSEL,INVERTER,14,435,39,7,9,23,0,7.00,3.00,2.30,0.00,2,5,0,0,0,0,3,0,0,1,4,1,0,0,23,0,0,
02-10-2025,FEI,VESSEL,INVERTER,7,2198,84,30,4,50,0,30.00,1.33,5.00,0.00,27,3,0,0,0,0,0,0,0,0,2,2,0,0,50,0,0,
02-10-2025,FEE,AIRCRAFT,INVERTER,1,3,1,0,1,0,0,0.00,0.33,0.00,0.00,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
02-11-2022,FEA NJ,VESSEL,INVERTER,22,1598,68,14,15,39,0,14.00,5.00,3.90,0.00,0,0,0,11,2,1,4,3,0,3,2,3,0,0,39,0,0,
02-11-2022,FAP,VESSEL,INVERTER,37,635,80,19,26,35,0,19.00,8.67,3.50,0.00,14,5,0,0,0,0,6,6,0,6,3,5,0,0,35,0,0,
02-11-2022,FEA NJ,AIRCRAFT,INVERTER,1,1,1,0,0,1,0,0.00,0.00,0.10,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
02-11-2023,FEA TWMC,VESSEL,INVERTER,8,149,63,8,2,53,0,8.00,0.67,5.30,0.00,0,0,0,7,1,0,0,0,0,1,1,0,0,0,53,0,0,
02-11-2023,FAP,VESSEL,INVERTER,38,244,74,2,19,53,0,2.00,6.33,5.30,0.00,0,2,0,0,0,0,6,3,0,5,2,3,0,0,53,0,0,
02-11-2023,FEI,VESSEL,INVERTER,26,2754,90,30,35,25,0,30.00,11.67,2.50,0.00,23,7,0,0,0,0,2,4,0,3,2,24,0,0,25,0,0,
02-11-2023,FEA TWMC,AIRCRAFT,INVERTER,3,27,5,2,3,0,0,2.00,1.00,0.00,0.00,0,0,0,1,1,0,0,0,0,2,1,0,0,0,0,0,0,
02-11-2023,FEV,COURIER,INVERTER,1,1,1,0,1,0,0,0.00,0.33,0.00,0.00,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
02-11-2023,FEI,VESSEL,TEMPERATURE CONTROL,1,10,1,0,1,0,0,0.00,0.03,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,
02-12-2024,FETW,VESSEL,INVERTER,13,1002,35,8,8,19,0,8.00,2.67,1.90,0.00,7,1,0,0,0,0,0,1,0,3,1,3,0,0,19,0,0,
02-12-2025,FEID,VESSEL,INVERTER,20,103,21,0,19,2,0,0.00,6.33,0.20,0.00,0,0,0,0,0,0,12,3,0,1,2,1,0,0,2,0,0,
03-02-2022,FEE,AIRCRAFT,INVERTER,4,53,4,0,4,0,0,0.00,1.33,0.00,0.00,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,
03-02-2025,FEI,AIRCRAFT,INVERTER,1,1304,12,12,0,0,0,12.00,0.00,0.00,0.00,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
03-02-2025,FEI,VESSEL,INVERTER,1,3353,37,34,1,2,0,34.00,0.33,0.20,0.00,29,5,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,
03-02-2026,FEA NJ,SEA,INVERTER,1,148,3,3,0,0,0,3.00,0.00,0.00,0.00,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,
03-02-2026,FEA Nakano,SEA,INVERTER,2,20,20,0,0,20,0,0.00,0.00,2.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,
03-03-2022,FEE,VESSEL,INVERTER,14,590,69,0,10,55,4,0.00,3.33,5.50,2.00,0,0,0,0,0,0,1,1,0,2,1,5,0,0,55,0,4,
03-03-2022,FAP,AIRCRAFT,INVERTER,3,3,3,0,1,2,0,0.00,0.33,0.20,0.00,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,
03-03-2022,FAP,VESSEL,INVERTER,26,846,46,11,19,16,0,11.00,6.33,1.60,0.00,4,6,1,0,0,0,5,3,0,1,5,5,0,0,16,0,0,
03-03-2022,FEK,VESSEL,TEMPERATURE CONTROL,1,20,2,0,2,0,0,0.00,0.07,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,
03-03-2022,FEID,VESSEL,INVERTER,2,26,2,0,1,1,0,0.00,0.33,0.10,0.00,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,
03-03-2022,FEK,COURIER,TEMPERATURE CONTROL,1,5,1,0,1,0,0,0.00,0.03,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,
03-03-2023,FEE,AIRCRAFT,INVERTER,30,717,72,24,23,25,0,24.00,7.67,2.50,0.00,0,0,0,12,12,0,0,3,0,4,9,7,0,0,25,0,0,
03-03-2023,FEA NJ,AIRCRAFT,INVERTER,2,187,4,2,2,0,0,2.00,0.67,0.00,0.00,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,
03-03-2023,WuXi,AIRCRAFT,TEMPERATURE CONTROL,1,13,3,0,3,0,0,0.00,0.70,0.00,0.00,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,
03-03-2023,FEI,VESSEL,INVERTER,2,100,4,3,1,0,0,3.00,0.33,0.00,0.00,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
03-04-2023,FEI,VESSEL,TEMPERATURE CONTROL,15,1485,30,0,30,0,0,0.00,3.10,0.00,0.00,0,0,0,0,0,0,0,6,1,0,0,0,13,10,0,0,0,
03-04-2023,FEF,VESSEL,TEMPERATURE CONTROL,3,214,4,0,4,0,0,0.00,0.73,0.00,0.00,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,
03-04-2023,FEF,AIRCRAFT,TEMPERATURE CONTROL,4,204,5,0,5,0,0,0.00,0.47,0.00,0.00,0,0,0,0,0,0,0,0,1,0,0,0,1,3,0,0,0,
03-04-2023,FEE,VESSEL,INVERTER,23,531,257,0,6,243,8,0.00,2.00,24.30,4.00,0,0,0,0,0,0,3,0,0,1,0,2,0,0,243,0,8,
03-04-2023,FEI,AIRCRAFT,TEMPERATURE CONTROL,4,138,6,0,6,0,0,0.00,0.20,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,
03-04-2024,FEI,VESSEL,TEMPERATURE CONTROL,1,100,1,0,1,0,0,0.00,0.03,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,
03-04-2024,FEI,VESSEL,INVERTER,6,55,15,1,6,8,0,1.00,2.00,0.80,0.00,1,0,0,0,0,0,1,0,0,0,1,4,0,0,8,0,0,
03-04-2025,FEA NJ,VESSEL,INVERTER,1,1242,49,20,1,28,0,20.00,0.33,2.80,0.00,0,0,0,19,1,0,0,0,0,1,0,0,0,0,28,0,0,
03-05-2022,FEE,VESSEL,INVERTER,37,3192,78,0,23,10,45,0.00,7.67,1.00,22.50,0,0,0,0,0,0,4,4,0,6,4,5,0,0,10,0,45,
03-05-2022,FEI,AIRCRAFT,INVERTER,4,377,12,9,1,2,0,9.00,0.33,0.20,0.00,1,8,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,
03-05-2022,FEI,VESSEL,INVERTER,10,237,18,2,8,8,0,2.00,2.67,0.80,0.00,1,1,0,0,0,0,2,4,0,1,0,1,0,0,8,0,0,
03-07-2023,FEI,VESSEL,TEMPERATURE CONTROL,2,20,4,0,4,0,0,0.00,0.13,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,
03-07-2023,FEI,VESSEL,INVERTER,51,841,143,37,28,78,0,37.00,9.33,7.80,0.00,19,18,0,0,0,0,7,6,0,1,7,7,0,0,78,0,0,
03-07-2024,FEI,VESSEL,INVERTER,3,85,8,2,1,5,0,2.00,0.33,0.50,0.00,2,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,
03-07-2024,FEE,VESSEL,INVERTER,17,906,85,0,9,64,12,0.00,3.00,6.40,6.00,0,0,0,0,0,0,2,1,0,2,1,3,0,0,64,0,12,
03-07-2024,FETW,VESSEL,INVERTER,4,482,10,8,2,0,0,8.00,0.67,0.00,0.00,4,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,
03-07-2024,FEID,VESSEL,INVERTER,11,68,11,0,11,0,0,0.00,3.67,0.00,0.00,0,0,0,0,0,0,8,0,0,2,1,0,0,0,0,0,0,
03-07-2025,FEI,VESSEL,INVERTER,5,1099,25,18,4,3,0,18.00,1.33,0.30,0.00,13,5,0,0,0,0,1,1,0,0,0,2,0,0,3,0,0,
03-07-2025,FEI,VESSEL,INVERTER,1,1,1,0,0,1,0,0.00,0.00,0.10,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
03-08-2022,FEK,VESSEL,INVERTER,4,21,20,0,1,19,0,0.00,0.33,1.90,0.00,0,0,0,0,0,0,1,0,0,0,0,0,0,0,19,0,0,
03-08-2022,FEID,VESSEL,INVERTER,16,205,16,0,16,0,0,0.00,5.33,0.00,0.00,0,0,0,0,0,0,6,3,0,0,3,4,0,0,0,0,0,
03-08-2022,FEA NJ,VESSEL,INVERTER,9,183,41,1,2,38,0,1.00,0.67,3.80,0.00,0,0,0,0,1,0,1,0,0,0,0,1,0,0,38,0,0,
03-08-2023,FEA TWMC,AIRCRAFT,INVERTER,3,8,8,0,0,8,0,0.00,0.00,0.80,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,
03-08-2023,FEA NJ AID,AIRCRAFT,INVERTER,3,14,14,0,0,14,0,0.00,0.00,1.40,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,
03-09-2024,FEID,VESSEL,INVERTER,18,133,23,0,17,6,0,0.00,5.67,0.60,0.00,0,0,0,0,0,0,9,2,0,3,2,1,0,0,6,0,0,
03-09-2024,FAP,COURIER,TEMPERATURE CONTROL,1,63,1,0,1,0,0,0.00,0.33,0.00,0.00,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
03-09-2025,FEID,VESSEL,INVERTER,18,158,20,1,16,3,0,1.00,5.33,0.30,0.00,0,1,0,0,0,0,7,4,0,3,1,1,0,0,3,0,0,
03-10-2022,FAP,VESSEL,INVERTER,2,9,2,0,1,1,0,0.00,0.33,0.10,0.00,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,
03-10-2022,FEF,AIRCRAFT,TEMPERATURE CONTROL,3,1182,7,0,7,0,0,0.00,2.33,0.00,0.00,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,
03-10-2022,FEI,AIRCRAFT,INVERTER,1,45,2,2,0,0,0,2.00,0.00,0.00,0.00,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
03-10-2022,FEE,VESSEL,INVERTER,42,1550,139,24,30,85,0,24.00,10.00,8.50,0.00,0,0,0,15,8,1,7,8,0,4,4,7,0,0,85,0,0,
03-10-2023,FETW,AIRCRAFT,TEMPERATURE CONTROL,4,410,6,0,6,0,0,0.00,1.70,0.00,0.00,0,0,0,0,0,0,1,0,4,0,0,0,0,1,0,0,0,
03-10-2023,FEID,VESSEL,INVERTER,10,31,11,1,8,2,0,1.00,2.67,0.20,0.00,0,1,0,0,0,0,4,0,0,0,2,2,0,0,2,0,0,
03-10-2023,FEA NJ,VESSEL,INVERTER,27,804,197,28,11,158,0,28.00,3.67,15.80,0.00,0,0,0,22,6,0,2,2,0,1,2,4,0,0,158,0,0,
03-10-2023,FEA TWMC,VESSEL,INVERTER,3,5,5,0,0,5,0,0.00,0.00,0.50,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,
03-10-2024,FEE,AIRCRAFT,INVERTER,1,1,1,0,0,1,0,0.00,0.00,0.10,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
03-10-2024,FEE,VESSEL,INVERTER,2,1921,41,0,0,14,27,0.00,0.00,1.40,13.50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,27,
03-11-2023,FEE,VESSEL,INVERTER,16,172,50,2,26,22,0,2.00,8.67,2.20,0.00,0,0,0,0,2,0,0,2,0,2,5,17,0,0,22,0,0,
03-12-2024,FEID,TRUCK,INVERTER,13,101,14,1,11,2,0,1.00,3.67,0.20,0.00,0,0,1,0,0,0,2,4,0,5,0,0,0,0,2,0,0,
03-12-2024,FEA NJ,AIRCRAFT,INVERTER,1,138,6,5,0,1,0,5.00,0.00,0.10,0.00,0,0,0,2,3,0,0,0,0,0,0,0,0,0,1,0,0,
03-12-2024,FEE,VESSEL,INVERTER,1,1333,27,0,0,18,9,0.00,0.00,1.80,4.50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,9,
04-01-2022,FEF,AIRCRAFT,TEMPERATURE CONTROL,13,731,18,0,18,0,0,0.00,3.00,0.00,0.00,0,0,0,0,0,0,4,0,3,0,1,0,7,3,0,0,0,
04-01-2022,FEI,AIRCRAFT,INVERTER,2,111,3,2,1,0,0,2.00,0.33,0.00,0.00,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
04-01-2022,FEA TWMC,AIRCRAFT,INVERTER,3,36,28,1,1,26,0,1.00,0.33,2.60,0.00,0,0,0,0,1,0,0,0,0,1,0,0,0,0,26,0,0,
04-01-2022,FEA NJ,VESSEL,INVERTER,9,103,23,4,3,16,0,4.00,1.00,1.60,0.00,0,0,0,0,4,0,2,1,0,0,0,0,0,0,16,0,0,
04-01-2022,FEI,VESSEL,INVERTER,5,217,6,1,5,0,0,1.00,1.67,0.00,0.00,0,1,0,0,0,0,2,0,0,2,0,1,0,0,0,0,0,
04-01-2022,FEA NJ,AIRCRAFT,INVERTER,4,293,11,4,1,6,0,4.00,0.33,0.60,0.00,0,0,0,0,4,0,0,0,0,1,0,0,0,0,6,0,0,
04-01-2022,FEK,VESSEL,TEMPERATURE CONTROL,2,210,3,0,3,0,0,0.00,0.70,0.00,0.00,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,
04-01-2023,FEE,AIRCRAFT,INVERTER,20,646,39,6,18,15,0,6.00,6.00,1.50,0.00,0,0,0,3,3,0,1,2,0,5,3,7,0,0,15,0,0,
04-01-2023,FEA NJ AID,AIRCRAFT,INVERTER,1,3,3,0,0,3,0,0.00,0.00,0.30,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,
04-01-2023,FEE,VESSEL,INVERTER,47,4488,131,23,37,37,34,23.00,12.33,3.70,17.00,0,0,0,16,5,2,4,7,0,4,7,15,0,0,37,0,34,
04-01-2023,FEA NJ,AIRCRAFT,INVERTER,1,20,20,0,0,20,0,0.00,0.00,2.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,
04-01-2023,FEA ROA,AIRCRAFT,INVERTER,1,10,1,0,1,0,0,0.00,0.33,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
04-01-2024,FEI,VESSEL,TEMPERATURE CONTROL,1,5,1,0,1,0,0,0.00,0.03,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,
04-01-2024,FAP,VESSEL,INVERTER,49,493,162,3,17,142,0,3.00,5.67,14.20,0.00,1,1,1,0,0,0,7,3,0,0,2,5,0,0,142,0,0,
04-02-2022,FEI,AIRCRAFT,INVERTER,13,2240,57,39,7,11,0,39.00,2.33,1.10,0.00,29,10,0,0,0,0,1,3,0,1,0,2,0,0,11,0,0,
04-02-2022,FEI,VESSEL,INVERTER,2,81,3,0,2,1,0,0.00,0.67,0.10,0.00,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,
04-02-2025,FEID,VESSEL,INVERTER,12,103,17,0,11,6,0,0.00,3.67,0.60,0.00,0,0,0,0,0,0,7,1,0,1,0,2,0,0,6,0,0,
04-02-2026,FEID,SEA,INVERTER,24,165,34,1,18,15,0,1.00,6.00,1.50,0.00,0,1,0,0,0,0,7,2,0,4,4,1,0,0,15,0,0,
04-02-2026,FEA LAX,SEA,INVERTER,1,17,17,0,0,17,0,0.00,0.00,1.70,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,
04-02-2026,FEE,AIR,INVERTER,1,161,21,5,0,16,0,5.00,0.00,1.60,0.00,0,0,0,5,0,0,0,0,0,0,0,0,0,0,16,0,0,
04-03-2022,FEI,VESSEL,INVERTER,19,2808,46,19,11,16,0,19.00,3.67,1.60,0.00,14,3,2,0,0,0,3,0,0,1,2,5,0,0,16,0,0,
04-03-2022,FEI,AIRCRAFT,INVERTER,8,689,20,7,5,8,0,7.00,1.67,0.80,0.00,3,2,2,0,0,0,2,0,0,0,1,2,0,0,8,0,0,
